Company_Name,Class,Designation,Location,Total_applicants,LinkedIn_Followers,Level,Involvement,Employee_count,Industry,PYTHON,C++,JAVA,HADOOP,SCALA,FLASK,PANDAS,SPARK,NUMPY,PHP,SQL,MYSQL,CSS,MONGODB,NLTK,TENSORFLOW,LINUX,RUBY,JAVASCRIPT,DJANGO,REACT,REACTJS,AI,UI,TABLEAU,NODEJS,EXCEL,POWER BI,SELENIUM,HTML,ML
Wipro,Class 3,DevOps Engineer, Karnataka,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,Class 3,Delivery Manager, Tamil Nadu,0,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,Class 3,Delivery Assurance Manager, Karnataka,3,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Developer, Uttar Pradesh,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Test Engineer, Tamil Nadu,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,DevOps Engineer, Telangana,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,Class 3,Project Manager, West Bengal,52,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
Wipro,Class 3,Administrator, Telangana,57,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Product Marketing Manager, Karnataka,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Pre-sales consultant, Delhi,141,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,Class 3,Cyber Security Analyst, Maharashtra,95,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,Class 3,Delivery Manager, Karnataka,153,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Technical Lead, Karnataka,25,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,Class 3,Lead Administrator, Delhi,8,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Cyber Security Analyst, Maharashtra,17,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Program Manager (PM), Maharashtra,17,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Cyber Security Analyst, Maharashtra,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Administrator, Tamil Nadu,50,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Project Lead, Karnataka,9,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,Class 3,Developer, Maharashtra,156,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,1,1
Wipro,Class 3,Manager – Learning and Development (I&D), Karnataka,145,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Cyber Security Analyst, Maharashtra,34,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Project Lead, Karnataka,41,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,Class 3,Cyber Security Analyst, Uttar Pradesh,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Cyber Security Analyst, Telangana,24,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Senior Consultant-Technology & Implementation, Telangana,11,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Configurator, Maharashtra,23,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Lead Administrator, Tamil Nadu,7,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Manager – Learning and Development (I&D), Karnataka,127,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Lead Administrator, Tamil Nadu,21,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Project Lead, Karnataka,152,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,Class 3,Developer, Kerala,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Cyber Security Analyst, Kerala,112,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Developer, Tamil Nadu,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Service Delivery Lead, Tamil Nadu,0,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Configurator, Delhi,92,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,ArtificiaI Intelligence Lead, Telangana,6,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,Class 3,Application Architect, Maharashtra,2,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,Class 3,Developer, Tamil Nadu,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,Class 3,AWS Senior Cloud Developer, Telangana,12,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Middleware Administrator, Karnataka,64,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wipro,Class 3,Developer, Maharashtra,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wipro,Class 3,System Engineer, Maharashtra,126,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Lead Administrator, Kerala,22,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Cyber Security Architect, Karnataka,16,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Presales Manager_F&A, Delhi,13,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1
Wipro,Class 3,Cyber Security Architect, Karnataka,10,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Wipro,Class 3,Cyber Security Analyst, Kerala,25,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Senior Consultant-Technology & Implementation, Karnataka,29,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Cyber Security Architect, Karnataka,7,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Lead Administrator, Tamil Nadu,22,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Infrastructure Architect, Tamil Nadu,21,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,System Engineer, Uttar Pradesh,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Citrix Admin-Administrator, Karnataka,50,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,Class 3,Technical Lead, Tamil Nadu,142,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,Class 3,Developer, Kerala,85,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Cyber Security Analyst, Tamil Nadu,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,AI/ML - Data Scientist, Tamil Nadu,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1
Wipro,Class 3,Pre-Sales Consultant, Karnataka,73,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Wipro,Class 3,Big Data Developer, Karnataka,79,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,DevOps Lead, Maharashtra,12,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,Class 3,Managing Consultant-Technology & Implementation, Karnataka,12,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Domain Architect, Maharashtra,1,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1
Wipro,Class 3,Data Analytics Architect, Maharashtra,8,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Scrum Master, Telangana,112,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Wipro,Class 3,Test Engineer, Tamil Nadu,0,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0
Wipro,Class 3,Lead Developer, Karnataka,2,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Tools Consultant, Karnataka,34,6737300,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,Cyber Security Analyst, Kerala,156,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
Wipro,Class 3,DevOps Engineer, Tamil Nadu,39,6737300,Full-time , Entry level,10001, IT Services and IT Consulting,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTIMindtree,Class 1,Java Developer, Telangana,22,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LTIMindtree,Class 1,Java Developer, Karnataka,6,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LTIMindtree,Class 1,Opening for Scrum Master, Maharashtra,21,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LTIMindtree,Class 1,PLSQL Development - LTIMindtree., Tamil Nadu,48,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1
LTIMindtree,Class 1,Java Developer, Delhi,0,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
LTIMindtree,Class 1,Opening for Database Developer, Maharashtra,46,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
LTIMindtree,Class 1,PL/PM (Scrum Master), Maharashtra,31,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
LTIMindtree,Class 1,Program Manager, Delhi,3,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0
LTIMindtree,Class 1,Java Developer, Maharashtra,6,270280,Full-time , Entry level,10001, IT Services and IT Consulting,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LTIMindtree,Class 1,BA-P and C Insurance-Billing, Maharashtra,14,270280,Full-time , Mid-Senior level,10001, IT Services and IT Consulting,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
